,Class,yolo_center_x,yolo_center_y,yolo_width,yolo_height,ref_center_x,ref_center_y,ref_width,ref_height
115,2,0.484781,0.616767,0.510938,0.383333,0.484375,0.609375,0.53125,0.38125
116,2,0.45275,0.652183,0.8875,0.604167,0.4765625,0.634375,0.859375,0.6354166666666666
117,2,0.486344,0.594892,0.420312,0.302083,0.47265625,0.6,0.4296875,0.3083333333333333
118,2,0.479313,0.641767,0.915625,0.6375,0.49296875,0.6302083333333334,0.9859375,0.7229166666666667
119,2,0.444156,0.609475,0.604688,0.447917,0.44453125,0.6135416666666667,0.5921875,0.4479166666666667
120,2,0.480094,0.614683,0.585938,0.4,0.48203125,0.6114583333333333,0.5578125,0.4020833333333333
121,2,0.480094,0.591767,0.432813,0.308333,0.4640625,0.6041666666666666,0.44375,0.3166666666666666
122,2,0.491031,0.5876,0.451562,0.320833,0.4640625,0.6052083333333333,0.45625,0.3354166666666666
123,2,0.526187,0.591767,0.965625,0.75,0.4984375,0.5625,0.996875,0.7875
124,2,0.494156,0.591767,0.423438,0.2875,0.4875,0.603125,0.421875,0.3020833333333333
125,2,0.47150000000000003,0.603225,0.409375,0.297917,0.44765625,0.6052083333333333,0.4296875,0.3104166666666667
126,2,0.43478100000000003,0.641767,0.851562,0.675,0.4921875,0.6302083333333334,0.984375,0.7270833333333333
127,2,0.485562,0.649058,0.953125,0.602083,0.478125,0.63125,0.859375,0.6291666666666667
128,2,0.478531,0.619892,0.492188,0.377083,0.46171875,0.6114583333333333,0.5328125,0.3895833333333333
129,2,0.479313,0.6115579999999999,0.4875,0.372917,0.46171875,0.6072916666666667,0.5265625,0.3854166666666667
130,2,0.524625,0.590725,0.96875,0.74375,0.4953125,0.571875,0.990625,0.80625
131,2,0.44571900000000003,0.615725,0.570312,0.422917,0.45078125,0.6135416666666667,0.5546875,0.40625
132,2,0.491031,0.615725,0.492188,0.38125,0.48359375,0.6104166666666667,0.5234375,0.3833333333333333
133,2,0.480094,0.649058,0.942187,0.614583,0.45390625,0.6333333333333333,0.9046875,0.7
134,2,0.444937,0.629267,0.740625,0.545833,0.45234375,0.6125,0.6859375,0.5
135,2,0.431656,0.64385,0.845312,0.666667,0.49375,0.6302083333333334,0.9875,0.7229166666666667
136,2,0.489469,0.59385,0.439063,0.304167,0.484375,0.6041666666666666,0.43125,0.3125
137,2,0.49025,0.651142,0.9625,0.614583,0.47578125,0.6333333333333333,0.8640625,0.6291666666666667
138,2,0.526187,0.588642,0.965625,0.735417,0.49765625,0.5635416666666667,0.9921875,0.7895833333333333
139,2,0.494938,0.601142,0.478125,0.360417,0.4734375,0.6135416666666667,0.484375,0.3604166666666666
140,2,0.470719,0.655308,0.923437,0.58125,0.43046875,0.6135416666666667,0.8578125,0.61875
141,2,0.478531,0.621975,0.504687,0.389583,0.459375,0.6104166666666667,0.53125,0.3916666666666666
142,2,0.472281,0.605308,0.410937,0.302083,0.4484375,0.5989583333333334,0.43125,0.3145833333333333
143,2,0.487906,0.653225,0.957812,0.610417,0.4734375,0.6270833333333333,0.8625,0.6291666666666667
144,2,0.433219,0.64385,0.848437,0.679167,0.49375,0.6291666666666667,0.9875,0.725
145,2,0.48165600000000003,0.592808,0.414062,0.29375,0.471875,0.6020833333333333,0.41875,0.3083333333333333
146,2,0.494938,0.5876,0.40625,0.291667,0.48671875,0.6010416666666667,0.4078125,0.2895833333333333
147,2,0.48712500000000003,0.641767,0.728125,0.566667,0.47265625,0.621875,0.7234375,0.5395833333333333
148,2,0.49025,0.609475,0.484375,0.377083,0.47421875,0.6083333333333333,0.5109375,0.3625
149,2,0.528531,0.591767,0.960938,0.745833,0.496875,0.56875,0.99375,0.8
150,2,0.484781,0.617808,0.607813,0.41875,0.47109375,0.6177083333333333,0.5765625,0.4270833333333333
151,2,0.479313,0.620933,0.653125,0.470833,0.45625,0.609375,0.6375,0.4604166666666666
152,2,0.431656,0.641767,0.845312,0.675,0.49296875,0.628125,0.9859375,0.7354166666666667
153,2,0.523844,0.586558,0.970312,0.739583,0.5,0.5666666666666667,0.996875,0.7916666666666666
154,2,0.524625,0.5876,0.96875,0.7375,0.49921875,0.5708333333333333,0.9953125,0.7916666666666666
155,2,0.482437,0.59385,0.41875,0.295833,0.4703125,0.603125,0.415625,0.3145833333333333
156,2,0.480875,0.613642,0.6,0.43125,0.48359375,0.615625,0.5828125,0.4270833333333333
157,2,0.469156,0.616767,0.673437,0.516667,0.45546875,0.609375,0.6703125,0.49375
158,2,0.47150000000000003,0.623017,0.571875,0.408333,0.4578125,0.6104166666666667,0.575,0.4208333333333333
159,2,0.486344,0.592808,0.451562,0.322917,0.4515625,0.60625,0.4625,0.3333333333333333
160,2,0.469156,0.591767,0.426562,0.291667,0.44921875,0.6041666666666666,0.4265625,0.3125
161,2,0.485562,0.590725,0.45,0.33125,0.4625,0.6083333333333333,0.459375,0.3375
162,2,0.437125,0.624058,0.678125,0.510417,0.440625,0.6072916666666667,0.640625,0.4604166666666666
163,2,0.473063,0.644892,0.928125,0.59375,0.45234375,0.6291666666666667,0.9046875,0.6708333333333333
164,2,0.487906,0.590725,0.495313,0.364583,0.46328125,0.6145833333333334,0.5109375,0.3791666666666666
165,2,0.473844,0.605308,0.414062,0.302083,0.44765625,0.603125,0.4328125,0.3145833333333333
166,2,0.486344,0.649058,0.954687,0.60625,0.47421875,0.63125,0.8609375,0.6375
167,2,0.469156,0.59385,0.426562,0.295833,0.44453125,0.6010416666666667,0.4296875,0.3145833333333333
168,2,0.523844,0.591767,0.970312,0.745833,0.49765625,0.5677083333333334,0.9953125,0.7979166666666667
169,2,0.480094,0.619892,0.517187,0.385417,0.46484375,0.6135416666666667,0.5390625,0.39375
170,2,0.434,0.64385,0.85,0.670833,0.49140625,0.6270833333333333,0.9796875,0.7333333333333333
171,2,0.484,0.620933,0.6625,0.483333,0.4796875,0.6166666666666667,0.6375,0.4666666666666667
172,2,0.478531,0.623017,0.514063,0.395833,0.4609375,0.6114583333333333,0.540625,0.3979166666666666
173,2,0.478531,0.6376,0.932813,0.633333,0.49296875,0.6260416666666667,0.9859375,0.73125
174,2,0.47150000000000003,0.603225,0.409375,0.297917,0.44453125,0.6020833333333333,0.4265625,0.3208333333333333
175,2,0.437125,0.63135,0.703125,0.533333,0.4421875,0.6166666666666667,0.6625,0.4875
176,2,0.479313,0.619892,0.528125,0.397917,0.4640625,0.6125,0.546875,0.4
177,2,0.491812,0.602183,0.459375,0.3375,0.4671875,0.6114583333333333,0.46875,0.34375
178,2,0.436344,0.6115579999999999,0.582812,0.41875,0.4484375,0.6114583333333333,0.54375,0.3895833333333333
179,2,0.488688,0.648017,0.959375,0.604167,0.47421875,0.634375,0.8609375,0.6354166666666666
180,2,0.44025000000000003,0.628225,0.646875,0.510417,0.43984375,0.6145833333333334,0.6109375,0.4583333333333333
181,2,0.47775,0.648017,0.9375,0.579167,0.44765625,0.6322916666666667,0.8953125,0.6854166666666667
182,2,0.469938,0.591767,0.428125,0.291667,0.44609375,0.6041666666666666,0.4296875,0.3166666666666666
183,2,0.526969,0.591767,0.964063,0.75,0.49921875,0.571875,0.9984375,0.80625
184,2,0.432438,0.644892,0.846875,0.66875,0.490625,0.6260416666666667,0.98125,0.73125
185,2,0.469938,0.61885,0.596875,0.45,0.45703125,0.60625,0.6078125,0.4416666666666666
186,2,0.443375,0.654267,0.865625,0.5625,0.45390625,0.6239583333333333,0.7984375,0.5854166666666667
187,2,0.485562,0.6001,0.48125,0.345833,0.453125,0.6072916666666667,0.478125,0.3520833333333333
188,2,0.434,0.640725,0.85,0.664583,0.49296875,0.628125,0.9859375,0.7270833333333333
189,2,0.444937,0.653225,0.846875,0.56875,0.45234375,0.61875,0.7796875,0.5541666666666667
190,2,0.456656,0.660517,0.895312,0.583333,0.45390625,0.6291666666666667,0.8234375,0.6083333333333333
191,2,0.4465,0.660517,0.85,0.6125,0.4734375,0.63125,0.846875,0.625
192,2,0.4465,0.610517,0.5125,0.391667,0.4484375,0.609375,0.528125,0.39375
193,2,0.484,0.6001,0.425,0.320833,0.453125,0.6072916666666667,0.465625,0.3479166666666666
194,2,0.473844,0.655308,0.929688,0.60625,0.44609375,0.6291666666666667,0.8921875,0.6791666666666667
195,2,0.443375,0.64385,0.715625,0.545833,0.4359375,0.6104166666666667,0.696875,0.5083333333333333
196,2,0.444937,0.614683,0.615625,0.458333,0.45703125,0.6104166666666667,0.5859375,0.4291666666666666
197,2,0.482437,0.640725,0.73125,0.552083,0.45390625,0.6104166666666667,0.7171875,0.5125
198,2,0.437125,0.620933,0.675,0.504167,0.43984375,0.6083333333333333,0.6328125,0.4708333333333333
199,2,0.433219,0.641767,0.848437,0.670833,0.49296875,0.621875,0.9765625,0.73125
200,2,0.439469,0.6126,0.626562,0.458333,0.43984375,0.6114583333333333,0.5984375,0.4354166666666667
201,2,0.448844,0.6501,0.823438,0.575,0.471875,0.621875,0.775,0.5604166666666667
202,2,0.438688,0.620933,0.578125,0.420833,0.44765625,0.609375,0.5484375,0.40625
203,2,0.479313,0.619892,0.6,0.460417,0.45859375,0.6083333333333333,0.6203125,0.4625
204,2,0.435562,0.64385,0.853125,0.670833,0.49296875,0.628125,0.9859375,0.7270833333333333
205,2,0.525406,0.5876,0.967188,0.7375,0.49453125,0.5666666666666667,0.9890625,0.8041666666666667
206,2,0.494156,0.603225,0.476562,0.35625,0.465625,0.60625,0.475,0.3458333333333333
207,2,0.444156,0.6501,0.782812,0.575,0.43515625,0.6177083333333333,0.7328125,0.53125
208,2,0.508219,0.59385,0.998438,0.8,0.49921875,0.5958333333333333,0.9984375,0.8
209,2,0.49025,0.6501,0.9625,0.595833,0.4765625,0.63125,0.859375,0.6208333333333333
210,2,0.486344,0.6126,0.667188,0.454167,0.48359375,0.6145833333333334,0.6265625,0.4583333333333333
211,2,0.479313,0.624058,0.709375,0.514583,0.47109375,0.6166666666666667,0.6796875,0.4958333333333333
212,2,0.432438,0.644892,0.846875,0.66875,0.49375,0.6260416666666667,0.9875,0.73125
213,2,0.482437,0.592808,0.41875,0.29375,0.471875,0.6,0.41875,0.3083333333333333
214,2,0.524625,0.589683,0.96875,0.745833,0.496875,0.5666666666666667,0.99375,0.8
215,2,0.441813,0.613642,0.59375,0.43125,0.4578125,0.6072916666666667,0.5625,0.4104166666666666
216,2,0.46603100000000003,0.6271829999999999,0.589063,0.4375,0.4421875,0.6072916666666667,0.58125,0.4270833333333333
217,2,0.43478100000000003,0.640725,0.851562,0.672917,0.49140625,0.6260416666666667,0.9828125,0.73125
218,2,0.4965,0.657392,0.975,0.589583,0.4765625,0.6302083333333334,0.934375,0.6770833333333334
219,2,0.489469,0.646975,0.839063,0.577083,0.48125,0.625,0.775,0.5625
220,2,0.5191560000000001,0.607392,0.473437,0.335417,0.4734375,0.609375,0.465625,0.34375
221,2,0.52775,0.589683,0.9625,0.7375,0.4984375,0.56875,0.996875,0.8
222,2,0.48165600000000003,0.633433,0.720312,0.545833,0.45390625,0.6177083333333333,0.7046875,0.5229166666666667
223,2,0.494156,0.652183,0.789062,0.579167,0.475,0.6177083333333333,0.75,0.54375
224,2,0.484781,0.6251,0.654688,0.479167,0.47265625,0.6197916666666666,0.6453125,0.4854166666666666
225,2,0.489469,0.603225,0.414062,0.327083,0.47890625,0.603125,0.4390625,0.3270833333333333
226,2,0.47150000000000003,0.657392,0.925,0.58125,0.440625,0.621875,0.88125,0.6604166666666667
227,2,0.525406,0.5876,0.967188,0.741667,0.4984375,0.5635416666666667,0.99375,0.7854166666666667
228,2,0.49728100000000003,0.586558,0.489062,0.35625,0.465625,0.60625,0.478125,0.3541666666666667
229,2,0.432438,0.641767,0.846875,0.670833,0.49453125,0.6270833333333333,0.9859375,0.7208333333333333
230,2,0.524625,0.6001,0.5,0.329167,0.484375,0.6104166666666667,0.49375,0.3583333333333333
231,2,0.48712500000000003,0.610517,0.4875,0.383333,0.471875,0.609375,0.515625,0.38125
232,2,0.444937,0.617808,0.590625,0.439583,0.44453125,0.6114583333333333,0.5765625,0.4229166666666666
233,2,0.5230630000000001,0.5876,0.971875,0.733333,0.49609375,0.5645833333333333,0.9921875,0.7916666666666666
234,2,0.52775,0.589683,0.9625,0.741667,0.4984375,0.56875,0.996875,0.7958333333333333
235,2,0.480875,0.616767,0.528125,0.395833,0.46328125,0.6114583333333333,0.5609375,0.43125
236,2,0.434,0.639683,0.85,0.666667,0.49296875,0.6291666666666667,0.9828125,0.7333333333333333
237,2,0.442594,0.630308,0.717188,0.535417,0.43984375,0.6197916666666666,0.6765625,0.4979166666666667
238,2,0.470719,0.6584329999999999,0.923437,0.575,0.446875,0.6229166666666667,0.884375,0.6333333333333333
239,2,0.451187,0.652183,0.884375,0.566667,0.475,0.63125,0.88125,0.6416666666666667
240,2,0.524625,0.5876,0.96875,0.733333,0.5,0.5645833333333333,0.996875,0.7958333333333333
241,2,0.473844,0.653225,0.929688,0.60625,0.45625,0.6260416666666667,0.9125,0.70625
242,2,0.480094,0.620933,0.585938,0.429167,0.47109375,0.6104166666666667,0.5890625,0.4333333333333333
243,2,0.484781,0.629267,0.714063,0.525,0.48125,0.6125,0.6875,0.4958333333333333
244,2,0.526969,0.586558,0.964063,0.73125,0.4984375,0.5552083333333333,0.996875,0.7770833333333333
245,2,0.474625,0.604267,0.41875,0.3125,0.45390625,0.603125,0.4453125,0.3270833333333333
246,2,0.526969,0.589683,0.964063,0.733333,0.496875,0.565625,0.99375,0.79375
247,2,0.489469,0.590725,0.489062,0.36875,0.4609375,0.6072916666666667,0.5,0.3604166666666666
248,2,0.444937,0.653225,0.871875,0.572917,0.434375,0.6291666666666667,0.825,0.6
249,2,0.478531,0.640725,0.923437,0.63125,0.4921875,0.6302083333333334,0.984375,0.71875
250,2,0.483219,0.594892,0.507812,0.360417,0.4578125,0.6125,0.553125,0.4
251,2,0.482437,0.6126,0.54375,0.375,0.48203125,0.6104166666666667,0.5390625,0.3916666666666666
252,2,0.494156,0.590725,0.423438,0.29375,0.4859375,0.60625,0.425,0.3083333333333333
253,2,0.563688,0.586558,0.890625,0.76875,0.496875,0.565625,0.990625,0.7895833333333333
254,2,0.45275,0.649058,0.775,0.572917,0.45390625,0.6208333333333333,0.7328125,0.5458333333333333
255,2,0.480875,0.6271829999999999,0.596875,0.458333,0.46015625,0.6166666666666667,0.6109375,0.4541666666666666
256,2,0.476187,0.603225,0.415625,0.314583,0.45546875,0.6083333333333333,0.4421875,0.3291666666666666
257,2,0.485562,0.607392,0.475,0.35625,0.45,0.6052083333333333,0.484375,0.3520833333333333
258,2,0.46603100000000003,0.660517,0.914062,0.591667,0.43515625,0.628125,0.8703125,0.6479166666666667
259,2,0.48165600000000003,0.591767,0.423438,0.3,0.46640625,0.6010416666666667,0.4296875,0.31875
260,2,0.491812,0.590725,0.396875,0.29375,0.4859375,0.596875,0.403125,0.2895833333333333
261,2,0.459,0.653225,0.9,0.58125,0.45078125,0.6197916666666666,0.8578125,0.61875
262,2,0.483219,0.592808,0.420312,0.29375,0.47109375,0.603125,0.4171875,0.30625
263,2,0.491031,0.644892,0.964063,0.589583,0.47734375,0.6302083333333334,0.9546875,0.6895833333333333
264,2,0.491031,0.591767,0.445312,0.308333,0.4796875,0.6,0.44375,0.3208333333333333
265,2,0.5191560000000001,0.60635,0.482812,0.341667,0.47421875,0.6114583333333333,0.4671875,0.34375
266,2,0.486344,0.5959329999999999,0.414062,0.304167,0.4734375,0.6083333333333333,0.41875,0.3166666666666666
267,2,0.439469,0.620933,0.632812,0.479167,0.440625,0.6083333333333333,0.60625,0.45
268,2,0.49025,0.614683,0.459375,0.358333,0.48203125,0.6083333333333333,0.4640625,0.3375
269,2,0.444937,0.6626,0.871875,0.595833,0.43203125,0.6260416666666667,0.8453125,0.6145833333333334
270,2,0.491031,0.635517,0.617188,0.470833,0.47265625,0.6114583333333333,0.6078125,0.4479166666666667
271,2,0.438688,0.624058,0.703125,0.547917,0.434375,0.60625,0.690625,0.5125
272,2,0.49259400000000003,0.6501,0.767187,0.575,0.47890625,0.621875,0.7359375,0.5354166666666667
273,2,0.469938,0.6126,0.690625,0.504167,0.4546875,0.615625,0.671875,0.49375
